,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit Margin
63,64,0,2000,2017-07-08,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01,110.80999999999995
64,65,28,825,2017-05-16,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01,133.7800000000002
65,66,86,3315,2017-02-23,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01,110.56
66,67,2,75,2017-07-03,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01,17.869999999999997
67,68,4,1498,2017-09-30,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01,451.6500000000001
68,69,38,1612,2017-10-21,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01,1702.5499999999997
69,70,27,2192,2017-05-06,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01,110.80999999999995
70,71,54,419,2017-01-03,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01,1279.3999999999999
71,72,77,3307,2017-05-09,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01,1660.88
72,73,22,2430,2017-07-23,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01,15.080000000000005
73,74,56,1506,2017-01-21,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01,45.96000000000001
74,75,58,1346,2017-06-20,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01,771.12
75,76,22,927,2017-03-10,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01,15.080000000000005
76,77,50,763,2017-06-02,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01,43.97
77,78,80,2397,2017-11-07,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01,139.2299999999999
78,79,87,102,2017-09-12,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01,471.6
79,80,15,2884,2017-12-16,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01,209.84000000000003
80,81,84,759,2017-10-07,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01,198.22000000000003
81,82,21,773,2017-04-27,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01,690.49
82,83,0,3398,2017-04-01,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01,110.56
83,84,33,3297,2017-11-02,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01,144.26
84,85,84,2434,2017-02-13,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,1970-01-01,75.48000000000002
85,86,1,1861,2017-07-19,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01,448.67999999999995
86,87,27,1233,2017-05-23,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01,110.80999999999995
87,88,31,1390,2017-08-06,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01,547.28
88,89,0,2682,2017-04-04,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01,4.8
89,90,62,439,2017-08-15,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01,179.44
90,91,17,1579,2017-04-15,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01,409.8600000000001
91,92,73,2984,2017-07-25,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01,1612.25
92,93,33,3470,2017-11-28,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01,144.26
93,94,86,1,2017-12-23,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01,110.56
94,95,45,757,2017-02-26,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01,356.5
95,96,1,1778,2017-02-21,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01,448.67999999999995
96,97,80,211,2017-05-31,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01,139.2299999999999
97,98,49,333,2017-06-23,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01,133.38
98,99,95,32,2017-03-26,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01,41.129999999999995
99,100,0,119,2017-07-31,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01,179.44
100,101,18,2347,2017-07-27,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01,459.46000000000015
101,102,4,2353,2017-04-14,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01,451.6500000000001
102,103,33,788,2017-11-12,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01,144.26
103,104,78,1468,2017-09-12,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01,1055.82
104,105,89,821,2017-10-26,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01,1305.25
105,106,70,2489,2017-02-15,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01,198.29000000000002
106,107,79,2710,2017-12-22,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01,737.5699999999999
107,108,26,947,2017-10-11,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01,1230.3000000000002
108,109,39,1335,2017-03-27,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01,1230.27
109,110,36,1076,2017-11-04,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01,437.46
110,111,0,3320,2017-06-11,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,1970-01-01,14.229999999999997
111,112,84,779,2017-10-09,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01,198.22000000000003
112,113,98,3296,2017-06-07,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1970-01-01,143.35999999999999
113,114,75,455,2017-10-24,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1970-01-01,1010.02
114,115,76,1779,2017-05-01,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1970-01-01,128.45999999999992
115,116,72,2703,2017-11-21,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01,90.09999999999997
116,117,42,806,2017-03-24,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01,199.0999999999999
117,118,20,22,2017-03-21,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01,195.33999999999992
118,119,64,1591,2017-02-20,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01,872.8900000000001
119,120,0,678,2017-06-16,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01,198.29000000000002
120,121,25,50,2017-12-04,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01,709.34
121,122,24,1038,2017-12-01,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,1970-01-01,957.02
122,123,31,1453,2017-03-05,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01,547.28
123,124,98,1339,2017-03-21,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01,693.76
124,125,22,3382,2017-01-03,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,1970-01-01,143.82
125,126,53,773,2017-04-01,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01,693.76
126,127,84,2503,2017-03-16,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,1970-01-01,75.48000000000002
127,128,25,1057,2017-02-26,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01,709.34
128,129,50,1397,2017-06-05,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01,43.97
129,130,44,2134,2017-09-04,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01,1660.88
130,131,96,2403,2017-01-18,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01,129.01
131,132,12,1937,2017-09-28,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01,1069.5500000000002
132,133,93,1282,2017-09-02,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01,834.9399999999999
133,134,78,2183,2017-05-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01,1055.82
134,135,84,1788,2017-10-17,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01,198.22000000000003
135,136,65,1170,2017-04-25,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01,1028.76
137,138,29,1940,2017-08-02,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01,834.9399999999999
138,139,32,2073,2017-03-25,0.0,Cancelled,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01,471.6
139,140,11,462,2017-01-01,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01,509.97
140,141,10,2728,2017-12-22,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01,1612.25
141,142,46,2053,2017-12-25,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01,1215.34
142,143,60,2135,2017-01-26,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01,217.51
143,144,92,1217,2017-12-20,0.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01,1630.25
144,145,7,2992,2017-06-07,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01,745.94
145,146,41,3261,2017-04-06,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1970-01-01,104.24000000000001
146,147,67,2748,2017-04-25,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01,167.20999999999998
147,148,14,3262,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01,152.54999999999995
148,149,89,788,2017-03-21,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01,1305.25
149,150,9,3067,2017-11-21,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01,75.13999999999999
150,151,31,701,2017-11-11,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01,57.72999999999999
151,152,92,648,2017-10-16,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01,155.6500000000001
152,153,37,3286,2017-08-19,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01,1544.6100000000001
153,154,3,3383,2017-04-06,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01,1702.5499999999997
154,155,56,982,2017-11-04,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01,75.75
155,156,14,676,2017-08-22,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1970-01-01,737.1700000000001
156,157,6,385,2017-09-15,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01,299.27
157,158,50,1229,2017-03-01,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01,43.97
158,159,10,3232,2017-08-16,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01,1103.43
160,161,69,2381,2017-07-10,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01,198.22000000000003
161,162,78,371,2017-12-11,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01,1055.82
162,163,80,2519,2017-05-20,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01,139.2299999999999
163,164,17,2264,2017-07-30,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01,409.8600000000001
164,165,3,2637,2017-10-25,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01,1702.5499999999997
165,166,78,3262,2017-11-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01,1055.82
166,167,90,3177,2017-04-26,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01,72.59999999999997
167,168,87,2267,2017-02-02,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01,471.6
168,169,97,456,2017-05-02,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,1970-01-01,50.66
169,170,6,404,2017-10-16,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1970-01-01,91.15
170,171,100,3121,2017-10-22,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1970-01-01,830.2399999999999
171,172,55,2365,2017-04-11,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01,1295.43
172,173,100,2528,2017-11-16,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1970-01-01,830.2399999999999
173,174,10,3151,2017-12-17,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01,1103.43
174,175,25,3241,2017-12-23,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01,709.34
175,176,74,1335,2017-03-30,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01,827.1599999999999
176,177,90,2234,2017-04-13,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1970-01-01,72.59999999999997
177,178,56,3226,2017-07-25,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01,45.96000000000001
178,179,62,1365,2017-01-31,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01,179.44
179,180,20,3349,2017-03-18,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01,195.33999999999992
180,181,17,1002,2017-02-24,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01,409.8600000000001
181,182,16,2282,2017-02-18,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01,182.81000000000017
182,183,46,2656,2017-01-07,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01,1215.34
183,184,71,2409,2017-07-05,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1970-01-01,737.1700000000001
184,185,91,1711,2017-11-19,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1970-01-01,128.45999999999992
185,186,17,2582,2017-11-08,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01,409.8600000000001
186,187,1,1005,2017-07-24,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1970-01-01,1010.02
187,188,3,1597,2017-01-15,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01,1702.5499999999997
188,189,56,2713,2017-01-12,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01,45.96000000000001
189,190,37,1435,2017-11-27,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01,1544.6100000000001
190,191,34,1477,2017-06-30,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01,309.80999999999995
191,192,0,1614,2017-07-15,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01,57.72999999999999
192,193,12,1254,2017-06-22,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,1970-01-01,1069.5500000000002
193,194,25,1423,2017-05-02,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01,709.34
194,195,81,276,2017-12-27,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1970-01-01,64.50999999999999
195,196,19,1315,2017-12-21,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01,4.8
196,197,45,591,2017-05-23,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1970-01-01,356.5
197,198,74,1017,2017-02-02,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01,812.44
198,199,33,2123,2017-06-08,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01,144.26
199,200,57,2889,2017-04-15,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1970-01-01,1630.25
200,201,0,3208,2017-09-05,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01,133.38
201,202,23,2406,2017-02-26,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01,75.75
202,203,67,2041,2017-07-29,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,1970-01-01,167.20999999999998
203,204,81,1598,2017-07-03,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1970-01-01,64.50999999999999
204,205,58,1842,2017-05-27,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01,771.12
205,206,5,141,2017-05-05,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01,451.6500000000001
206,207,94,1321,2017-09-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01,641.64
207,208,51,183,2017-05-21,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01,802.26
208,209,59,2591,2017-09-22,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01,155.6500000000001
209,210,63,3356,2017-04-12,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01,1383.6100000000001
210,211,40,766,2017-05-07,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01,583.2700000000001
211,212,80,1596,2017-01-13,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,1970-01-01,872.8900000000001
212,213,82,520,2017-12-14,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01,459.46000000000015
213,214,46,868,2017-03-22,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01,1215.34
214,215,78,2999,2017-09-30,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,1970-01-01,1055.82
215,216,72,352,2017-11-29,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01,90.09999999999997
216,217,75,1140,2017-06-09,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1970-01-01,1010.02
217,218,40,621,2017-04-21,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01,1295.43
218,219,2,3307,2017-11-13,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01,64.92999999999995
219,220,10,1502,2017-04-09,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01,1103.43
220,221,35,936,2017-05-08,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01,448.67999999999995
221,222,8,939,2017-07-08,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01,187.38999999999987
